query,model,quality_score,latency,cost
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model9,0.9143,1386.65,11.7576
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含5个要点，控制在231字以内。,Model10,0.9141,1643.02,14.1751
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model1,0.6805,864.31,2.0945
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model2,0.8275,915.97,2.4129
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model3,0.6838,896.97,3.1578
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model4,0.6542,1040.35,3.7910
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model5,0.7986,1139.83,4.7686
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model6,0.7214,1263.92,5.9424
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model7,0.7627,1481.46,7.4936
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model8,0.8485,1807.28,8.9773
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model9,0.8649,1806.83,12.4534
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含2个要点，控制在248字以内。,Model10,0.8745,1862.82,14.8107
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model1,0.9035,616.48,1.5149
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model2,0.8535,698.43,1.8154
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model3,0.8990,805.33,2.2947
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model4,0.8238,869.55,2.9086
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model5,0.8875,932.51,3.5088
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model6,0.8824,1072.85,4.2636
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model7,0.8788,1149.39,5.5152
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model8,0.9136,1216.46,6.8595
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model9,0.9278,1488.05,8.8250
从文本中提取姓名、公司、职位三个字段，并输出 JSON：张三就职于华星科技，担任研发经理。 要求包含3个要点，控制在265字以内。,Model10,0.9332,1554.47,10.8828
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model1,0.7952,760.97,1.5188
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model2,0.8135,818.66,1.8055
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model3,0.8035,912.96,2.3185
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model4,0.8252,963.11,2.8257
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model5,0.8653,1062.29,3.4049
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model6,0.8579,1209.53,4.1172
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model7,0.8722,1329.10,5.5389
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model8,0.8909,1405.21,6.8895
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model9,0.8974,1491.16,8.5449
请解释并行计算的核心原理，并给出两个应用场景。 要求包含4个要点，控制在282字以内。,Model10,0.9073,1691.16,10.9122
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model1,0.4030,843.06,1.7709
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model2,0.4700,1005.32,2.0127
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model3,0.5085,1092.14,2.8481
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model4,0.7708,1196.36,3.4264
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model5,0.7032,1283.92,3.9619
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model6,0.7500,1333.71,4.8503
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model7,0.8193,1506.71,6.3625
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model8,0.7766,1659.23,7.8004
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model9,0.8168,1815.73,10.1534
求解方程 8x + 39 = 28，写出计算过程。 要求包含5个要点，控制在299字以内。,Model10,0.8396,2093.54,12.7530
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model1,0.5838,681.78,1.4174
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model2,0.6141,804.49,1.6844
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model3,0.8683,918.77,2.1553
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model4,0.7989,1078.40,2.6473
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model5,0.8092,973.69,3.0846
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model6,0.8952,1165.17,4.1848
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model7,0.8843,1235.37,5.3718
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model8,0.8580,1351.72,6.1993
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model9,0.8986,1621.13,8.4677
修复这段伪代码中的边界错误，并说明时间复杂度。 要求包含2个要点，控制在96字以内。,Model10,0.9126,1834.02,10.0408
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model1,0.8380,756.74,1.8572
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model2,0.7673,845.93,2.2583
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model3,0.7384,994.98,2.9219
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model4,0.7246,1090.02,3.5389
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model5,0.8409,1127.67,4.2581
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model6,0.7819,1152.20,5.3257
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model7,0.8106,1380.71,6.6686
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model8,0.8772,1439.19,8.2432
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model9,0.8846,1432.51,10.3702
将这段技术说明概括为不超过120字的摘要。 要求包含3个要点，控制在113字以内。,Model10,0.8984,1919.75,13.3274
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在130字以内。,Model1,0.8419,638.67,1.6067
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在130字以内。,Model2,0.9180,664.12,1.9802
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在130字以内。,Model3,0.8370,653.94,2.6075
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在130字以内。,Model4,0.8140,787.15,3.0255
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在130字以内。,Model5,0.9095,924.44,3.5370
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在130字以内。,Model6,0.8551,1000.97,4.7498
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在130字以内。,Model7,0.8840,1081.07,5.9435
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在130字以内。,Model8,0.9266,1012.47,7.3586
